,location,total_sqft,bath,price,bhk
6431,Shampura,700.0,1.0,35.0,2
6432,Shampura,1400.0,3.0,70.0,3
6433,Shampura,1475.0,3.0,78.0,3
6434,Shampura,1700.0,3.0,75.0,3
6435,Shivaji Nagar,850.0,2.0,55.0,2
6436,Shivaji Nagar,1554.0,3.0,130.0,2
6437,Shivaji Nagar,3820.0,1.0,306.0,1
6438,Shivaji Nagar,703.0,2.0,49.5,2
6439,Shivaji Nagar,1460.0,2.0,90.0,3
6440,Shivaji Nagar,600.0,1.0,65.0,2
6442,Singasandra,1030.0,2.0,55.0,2
6443,Singasandra,3850.0,6.0,195.0,4
6444,Singasandra,1100.0,2.0,52.0,2
6446,Singasandra,1300.0,2.0,65.0,2
6449,Singasandra,1010.0,2.0,40.0,2
6450,Singasandra,1375.0,2.0,58.0,2
6451,Singasandra,1120.0,2.0,60.0,2
6452,Singasandra,1510.0,3.0,75.0,3
6453,Singasandra,1179.0,2.0,56.0,2
6454,Singasandra,1416.0,2.0,67.0,2
6455,Singasandra,1476.0,2.0,73.0,3
6456,Singasandra,1139.7,2.0,45.0,2
6457,Singasandra,1465.0,2.0,60.0,2
6459,Singasandra,1653.0,3.0,85.0,3
6460,Somasundara Palya,1255.0,2.0,67.0,2
6461,Somasundara Palya,1448.0,2.0,68.0,2
6463,Somasundara Palya,1178.0,2.0,73.0,2
6464,Somasundara Palya,1260.0,2.0,60.0,2
6465,Somasundara Palya,1033.0,2.0,48.0,2
6466,Somasundara Palya,1329.0,2.0,70.0,2
6467,Somasundara Palya,2372.0,3.0,140.0,3
6468,Somasundara Palya,1185.0,2.0,70.0,2
6472,Somasundara Palya,2400.0,3.0,140.0,4
6473,Somasundara Palya,1650.0,3.0,95.0,3
6474,Somasundara Palya,1186.0,2.0,72.0,2
6476,Sompura,825.0,2.0,33.0,2
6477,Sompura,1025.0,2.0,37.0,3
6478,Sompura,1020.0,2.0,41.0,2
6479,Sompura,1126.0,2.0,39.0,2
6480,Sompura,825.0,2.0,32.0,2
6481,Sompura,1360.0,2.0,45.0,3
6482,Sompura,1350.0,2.0,47.0,3
6483,Sompura,2150.0,3.0,85.0,4
6485,Sonnenahalli,896.0,2.0,43.75,2
6486,Sonnenahalli,1120.0,2.0,43.0,2
6487,Sonnenahalli,1100.0,2.0,44.0,2
6488,Sonnenahalli,1011.0,2.0,50.53,2
6489,Sonnenahalli,614.5,1.0,30.715,1
6490,Sonnenahalli,1484.0,3.0,74.18,3
6491,Sonnenahalli,1610.0,3.0,80.48,3
6492,Sonnenahalli,1415.0,2.0,65.0,3
6493,Sonnenahalli,1268.0,2.0,58.0,2
6494,Sonnenahalli,1268.0,2.0,56.0,2
6495,Sonnenahalli,605.0,1.0,30.24,1
6496,Sonnenahalli,1484.0,3.0,75.0,3
6497,Subramanyapura,929.0,2.0,50.17,2
6498,Subramanyapura,1200.0,2.0,52.0,2
6499,Subramanyapura,975.0,2.0,58.0,2
6500,Subramanyapura,1277.0,2.0,55.0,2
6501,Subramanyapura,985.0,2.0,58.0,2
6502,Subramanyapura,1245.0,2.0,68.0,3
6503,Subramanyapura,1313.0,2.0,73.0,2
6504,Subramanyapura,1313.0,2.0,66.5,2
6505,Subramanyapura,1255.0,2.0,79.0,3
6506,Subramanyapura,1330.0,3.0,72.0,3
6507,Subramanyapura,929.0,2.0,48.0,2
6508,Subramanyapura,950.0,2.0,55.0,2
6509,Subramanyapura,929.0,2.0,56.0,2
6511,Subramanyapura,1260.0,2.0,76.0,3
6513,Subramanyapura,960.0,2.0,55.0,2
6514,Subramanyapura,1260.0,2.0,73.0,3
6516,Subramanyapura,1278.0,3.0,70.0,3
6517,Subramanyapura,929.0,2.0,49.0,2
6518,Subramanyapura,1260.0,2.0,75.0,3
6519,Subramanyapura,1000.0,2.0,45.0,2
6521,Subramanyapura,929.0,1.0,51.0,2
6522,Subramanyapura,1880.0,3.0,110.0,3
6524,Sultan Palaya,1700.0,3.0,120.0,3
6525,Sultan Palaya,1100.0,2.0,45.0,2
6526,Sultan Palaya,900.0,2.0,45.0,2
6527,Sultan Palaya,870.0,2.0,65.0,2
6528,Sultan Palaya,1765.0,3.0,80.0,3
6529,Sultan Palaya,1713.0,3.0,125.0,3
6530,Sultan Palaya,1009.0,2.0,65.0,2
6531,Sultan Palaya,5000.0,5.0,325.0,4
6532,Sultan Palaya,1070.0,2.0,49.0,2
6533,TC Palaya,1475.0,3.0,98.0,3
6534,TC Palaya,1200.0,2.0,60.0,2
6539,TC Palaya,1240.0,2.0,60.0,2
6540,TC Palaya,1500.0,2.0,100.0,3
6541,TC Palaya,1200.0,2.0,65.0,2
6542,TC Palaya,1200.0,2.0,70.0,2
6543,TC Palaya,900.0,2.0,55.0,2
6546,TC Palaya,4800.0,3.0,302.0,4
6547,TC Palaya,1000.0,2.0,64.0,2
6549,TC Palaya,900.0,2.0,55.0,2
6550,TC Palaya,1200.0,2.0,66.0,2
6553,TC Palaya,900.0,2.0,55.0,2
6555,TC Palaya,900.0,2.0,55.0,2
6558,TC Palaya,1200.0,2.0,65.0,2
6559,TC Palaya,1500.0,2.0,75.0,2
6561,TC Palaya,1000.0,2.0,70.0,2
6562,TC Palaya,1100.0,2.0,65.0,2
6566,TC Palaya,1800.0,2.0,80.0,2
6568,TC Palaya,1200.0,2.0,70.0,2
6569,TC Palaya,1350.0,1.0,55.0,1
6570,TC Palaya,900.0,2.0,55.0,2
6571,TC Palaya,900.0,2.0,55.0,2
6572,TC Palaya,1082.0,2.0,64.0,2
6576,TC Palaya,1152.0,2.0,55.0,2
6580,Talaghattapura,1868.0,3.0,131.0,3
6581,Talaghattapura,2038.5,3.0,120.0,3
6582,Talaghattapura,2106.0,3.0,126.0,3
6583,Talaghattapura,1868.0,3.0,121.0,3
6584,Talaghattapura,2106.0,3.0,126.0,3
6585,Talaghattapura,1868.0,3.0,135.0,3
6586,Talaghattapura,1856.0,3.0,135.0,3
6587,Talaghattapura,1868.0,3.0,120.0,3
6588,Talaghattapura,1804.0,3.0,115.0,3
6589,Talaghattapura,1856.0,3.0,135.0,3
6590,Talaghattapura,2254.0,3.0,153.0,3
6591,Talaghattapura,2106.0,3.0,148.0,3
6592,Talaghattapura,1856.0,3.0,135.0,3
6593,Talaghattapura,2273.0,3.0,159.0,3
6594,Talaghattapura,2099.0,3.0,147.0,3
6595,Talaghattapura,1100.0,2.0,50.0,2
6596,Talaghattapura,1100.0,2.0,49.49,2
6597,Talaghattapura,1575.0,3.0,80.0,3
6598,Talaghattapura,2273.0,3.0,145.0,3
6599,Talaghattapura,1175.0,2.0,62.0,2
6600,Talaghattapura,1804.0,3.0,127.0,3
6601,Talaghattapura,1062.0,2.0,42.48,2
6602,Talaghattapura,2038.5,3.0,122.0,3
6603,Talaghattapura,1800.0,3.0,84.0,3
6604,Talaghattapura,2265.0,3.0,159.0,3
6605,Talaghattapura,2099.0,3.0,134.0,3
6606,Thanisandra,510.0,1.0,25.25,1
6607,Thanisandra,1296.0,2.0,80.0,2
6609,Thanisandra,2144.0,3.0,145.0,3
6611,Thanisandra,445.0,1.0,28.0,1
6612,Thanisandra,1296.0,2.0,83.0,2
6614,Thanisandra,2144.0,3.0,135.0,3
6616,Thanisandra,1093.0,2.0,70.0,2
6617,Thanisandra,1265.0,2.0,79.0,3
6618,Thanisandra,1651.0,3.0,97.38,3
6619,Thanisandra,1265.0,2.0,85.0,2
6620,Thanisandra,510.0,1.0,25.25,1
6621,Thanisandra,776.5,2.0,48.145,1
6622,Thanisandra,1564.0,3.0,101.0,3
6624,Thanisandra,1847.0,3.0,123.0,3
6626,Thanisandra,1697.0,3.0,114.0,3
6628,Thanisandra,3500.0,5.0,160.0,6
6629,Thanisandra,1573.0,3.0,95.0,3
6630,Thanisandra,1917.0,3.0,122.0,3
6631,Thanisandra,693.0,1.0,34.3,1
6632,Thanisandra,1098.0,2.0,68.0,2
6633,Thanisandra,760.0,1.0,50.3,1
6636,Thanisandra,2002.0,3.0,112.0,3
6641,Thanisandra,1697.0,3.0,115.0,3
6642,Thanisandra,1380.0,1.0,62.1,1
6643,Thanisandra,923.0,1.0,60.84,1
6645,Thanisandra,923.0,1.0,45.69,1
6647,Thanisandra,1296.0,2.0,72.0,2
6649,Thanisandra,1698.0,3.0,102.0,3
6650,Thanisandra,1411.0,3.0,93.04,3
6651,Thanisandra,1996.0,3.0,135.0,3
6652,Thanisandra,1801.0,3.0,115.0,3
6653,Thanisandra,1265.0,2.0,82.0,2
6655,Thanisandra,1917.0,4.0,113.0,3
6656,Thanisandra,662.0,1.0,42.0,1
6658,Thanisandra,1948.0,3.0,130.0,3
6660,Thanisandra,1098.0,2.0,74.0,2
6662,Thanisandra,1564.0,3.0,104.0,3
6668,Thanisandra,2127.0,3.0,135.0,3
6670,Thanisandra,1276.0,2.0,75.0,2
6671,Thanisandra,693.0,1.0,34.3,1
6672,Thanisandra,2259.0,5.0,135.0,4
6673,Thanisandra,1265.0,2.0,78.0,2
6675,Thanisandra,934.0,2.0,55.0,2
6676,Thanisandra,1056.0,2.0,68.0,2
6677,Thanisandra,1595.0,3.0,110.0,3
6678,Thanisandra,1411.0,3.0,93.15,3
6679,Thanisandra,1093.0,2.0,68.1,2
6681,Thanisandra,1093.0,2.0,72.0,2
6683,Thanisandra,1698.0,3.0,107.0,3
6684,Thanisandra,1564.0,3.0,105.0,3
6685,Thanisandra,1265.0,2.0,83.0,2
6686,Thanisandra,784.0,1.0,35.285,1
6687,Thanisandra,965.0,2.0,56.0,2
6688,Thanisandra,1546.0,3.0,95.0,3
6689,Thanisandra,777.0,1.0,38.535,1
6690,Thanisandra,1697.0,3.0,110.0,3
6691,Thanisandra,1492.0,3.0,88.0,3
6692,Thanisandra,2072.0,3.0,122.0,3
6693,Thanisandra,1880.0,3.0,120.0,3
6694,Thanisandra,760.0,1.0,50.0,1
6696,Thanisandra,933.0,2.0,58.0,1
6697,Thanisandra,1917.0,3.0,110.0,3
6698,Thanisandra,1996.0,4.0,123.0,3
6699,Thanisandra,1183.0,2.0,77.25,2
6700,Thanisandra,1491.0,3.0,88.0,3
6702,Thanisandra,662.0,1.0,29.0,1
6704,Thanisandra,1564.0,3.0,100.0,3
6705,Thanisandra,662.0,1.0,45.0,1
6706,Thanisandra,1573.0,3.0,98.0,3
6707,Thanisandra,1262.0,2.0,83.0,3
6708,Thanisandra,1056.0,2.0,65.0,2
6710,Thanisandra,1702.0,3.0,115.0,3
6711,Thanisandra,1343.0,2.0,75.0,2
6712,Thanisandra,1935.0,4.0,122.0,3
6713,Thanisandra,933.0,2.0,55.0,2
6714,Thanisandra,1183.0,2.0,77.3,2
6715,Thanisandra,662.0,1.0,38.0,1
6716,Thanisandra,1265.0,2.0,72.0,2
6717,Thanisandra,1595.0,3.0,105.0,3
6719,Thanisandra,580.0,1.0,27.5,1
6720,Thanisandra,2087.0,4.0,139.0,3
6722,Thanisandra,1098.0,2.0,71.0,2
6723,Thanisandra,1411.0,3.0,93.25,3
6726,Thanisandra,1732.0,3.0,112.0,3
6727,Thanisandra,933.0,1.0,61.0,1
6728,Thanisandra,1702.0,3.0,107.0,3
6729,Thanisandra,747.0,1.0,34.355,1
6730,Thanisandra,2030.0,4.0,125.0,3
6732,Thanisandra,1948.0,4.0,129.0,4
6733,Thanisandra,1573.0,3.0,90.0,3
6734,Thanisandra,1056.0,2.0,70.0,2
6735,Thanisandra,1595.0,3.0,96.0,3
6738,Thanisandra,1245.0,2.0,83.05,2
6739,Thanisandra,1261.0,2.0,80.0,3
6740,Thanisandra,1884.0,4.0,117.0,3
6741,Thanisandra,965.0,2.0,54.0,2
6742,Thanisandra,1930.0,4.0,122.0,3
6743,Thanisandra,777.0,1.0,38.46,1
6745,Thanisandra,1930.0,4.0,120.0,3
6746,Thanisandra,760.0,1.0,50.4,1
6747,Thanisandra,663.0,1.0,32.82,1
6748,Thanisandra,1801.0,3.0,115.0,3
6749,Thanisandra,1806.0,6.0,116.0,3
6750,Thanisandra,3671.0,4.0,220.0,4
6752,Thanisandra,1305.0,2.0,90.0,2
6753,Thanisandra,1965.0,4.0,125.0,3
6754,Thanisandra,1573.0,3.0,100.0,3
6757,Thanisandra,1917.0,4.0,130.0,4
6759,Thigalarapalya,3122.0,6.0,230.0,4
6761,Thigalarapalya,1297.0,2.0,103.0,2
6762,Thigalarapalya,1418.0,2.0,95.0,2
6763,Thigalarapalya,3122.0,6.0,235.0,4
6764,Thigalarapalya,3122.0,6.0,245.0,4
6766,Thigalarapalya,1418.0,2.0,103.0,2
6767,Thigalarapalya,1418.0,2.0,101.0,2
6768,Thigalarapalya,1418.0,2.0,104.0,2
6770,Thigalarapalya,3122.0,5.0,225.0,4
6771,Thigalarapalya,2912.0,6.0,210.0,4
6772,Thigalarapalya,1418.0,2.0,103.0,2
6773,Thigalarapalya,2072.0,4.0,159.0,3
6775,Thigalarapalya,1418.0,2.0,106.0,2
6777,Thigalarapalya,1418.0,2.0,104.0,2
6778,Thigalarapalya,3122.0,6.0,237.0,4
6779,Thigalarapalya,1418.0,2.0,105.0,2
6780,Thigalarapalya,1418.0,2.0,104.0,2
6783,Thigalarapalya,1418.0,2.0,106.0,2
6784,Thigalarapalya,2072.0,4.0,155.0,3
6785,Thigalarapalya,1830.0,4.0,135.0,3
6786,Thigalarapalya,1418.0,2.0,105.0,2
6787,Thigalarapalya,2072.0,4.0,160.0,3
6791,Thigalarapalya,2072.0,4.0,160.0,3
6792,Thigalarapalya,2072.0,4.0,155.0,3
6793,Thigalarapalya,3122.0,6.0,235.0,4
6794,Thigalarapalya,2072.0,4.0,153.0,3
6796,Thigalarapalya,2072.0,4.0,157.0,3
6797,Thigalarapalya,1418.0,2.0,105.0,2
6798,Thigalarapalya,3362.0,5.0,249.0,4
6799,Thigalarapalya,3122.0,6.0,245.0,4
6802,Thigalarapalya,4190.0,4.0,325.0,4
6806,Thigalarapalya,1400.0,2.0,105.0,2
6808,Thigalarapalya,1297.0,2.0,98.0,2
6810,Thubarahalli,3800.0,4.0,239.0,4
6811,Thubarahalli,1200.0,2.0,78.0,2
6812,Thubarahalli,1128.0,2.0,75.0,2
6813,Thubarahalli,1185.0,2.0,65.0,2
6814,Thubarahalli,975.0,2.0,55.0,2
6815,Thubarahalli,1330.0,2.0,75.0,2
6816,Thubarahalli,1085.0,2.0,70.0,2
6817,Thubarahalli,1216.0,2.0,80.0,2
6818,Thubarahalli,1200.0,2.0,79.0,2
6819,Thubarahalli,1200.0,2.0,80.0,2
6820,Thubarahalli,1200.0,2.0,79.55,2
6822,Thubarahalli,2625.0,3.0,175.0,3
6823,Thubarahalli,975.0,2.0,50.0,2
6825,Thubarahalli,1584.0,3.0,101.0,3
6826,Thyagaraja Nagar,800.0,1.0,100.0,1
6827,Thyagaraja Nagar,2000.0,4.0,145.0,5
6828,Thyagaraja Nagar,1270.0,2.0,95.25,3
6829,Thyagaraja Nagar,1040.0,2.0,68.0,2
6830,Tindlu,1500.0,2.0,87.0,3
6831,Tindlu,7500.0,7.0,400.0,7
6832,Tindlu,1357.0,2.0,65.0,3
6833,Tindlu,1500.0,3.0,87.0,3
6834,Tindlu,1370.07,3.0,65.0,3
6835,Tindlu,1165.0,2.0,59.8,2
6836,Tindlu,1050.0,2.0,55.0,2
6837,Tindlu,1100.0,2.0,55.0,2
6838,Tumkur Road,1500.0,3.0,95.0,3
6839,Tumkur Road,1779.0,3.0,112.0,3
6840,Tumkur Road,1586.0,3.0,100.0,3
6841,Tumkur Road,1098.0,2.0,72.0,2
6842,Tumkur Road,1354.0,3.0,90.0,3
6843,Tumkur Road,1240.0,2.0,84.0,3
6844,Tumkur Road,1239.0,2.0,82.0,2
6845,Tumkur Road,1246.0,2.0,82.0,2
6846,Tumkur Road,1500.0,3.0,100.0,3
6848,Tumkur Road,1416.0,3.0,94.0,3
6849,Tumkur Road,1027.0,2.0,60.0,2
6850,Tumkur Road,1027.0,2.0,68.62,2
6851,Tumkur Road,1459.0,2.0,95.0,3
6852,Tumkur Road,992.0,2.0,60.0,2
6853,Tumkur Road,1066.0,2.0,52.5,2
6854,Tumkur Road,1240.0,2.0,79.0,3
6855,Tumkur Road,1441.0,2.0,95.0,3
6856,Tumkur Road,1240.0,2.0,83.0,3
6857,Tumkur Road,1027.0,2.0,67.0,2
6859,Tumkur Road,1354.0,3.0,85.86,3
6860,Ulsoor,2135.0,3.0,215.0,3
6861,Ulsoor,1275.0,2.0,120.0,2
6862,Ulsoor,1020.0,3.0,110.0,3
6863,Ulsoor,1200.0,2.0,60.0,2
6864,Ulsoor,1180.0,2.0,100.0,2
6865,Ulsoor,1340.0,3.0,90.0,3
6866,Ulsoor,1500.0,2.0,125.0,3
6867,Ulsoor,2000.0,3.0,185.0,3
6868,Ulsoor,1255.0,2.0,120.0,2
6869,Ulsoor,1685.0,4.0,185.0,3
6871,Ulsoor,2135.0,3.0,170.0,3
6872,Ulsoor,1160.0,2.0,130.0,2
6873,Uttarahalli,1440.0,2.0,62.0,3
6874,Uttarahalli,1143.0,2.0,45.0,2
6875,Uttarahalli,1020.0,2.0,45.0,2
6876,Uttarahalli,1286.0,2.0,63.0,2
6877,Uttarahalli,1101.0,2.0,45.0,2
6878,Uttarahalli,1345.0,2.0,67.0,2
6881,Uttarahalli,1175.0,2.0,47.0,2
6882,Uttarahalli,1390.0,2.0,62.55,3
6883,Uttarahalli,1330.0,2.0,56.0,3
6884,Uttarahalli,1008.0,2.0,45.0,2
6885,Uttarahalli,1390.0,2.0,60.47,3
6886,Uttarahalli,1617.0,3.0,66.68,3
6887,Uttarahalli,1150.0,2.0,49.0,2
6888,Uttarahalli,1330.0,2.0,56.0,3
6889,Uttarahalli,1200.0,2.0,44.0,2
6892,Uttarahalli,882.0,2.0,30.0,2
6893,Uttarahalli,993.0,2.0,39.71,2
6894,Uttarahalli,1045.0,2.0,45.0,2
6895,Uttarahalli,850.0,2.0,37.93,2
6897,Uttarahalli,3600.0,6.0,120.0,6
6898,Uttarahalli,1788.0,3.0,98.34,3
6899,Uttarahalli,1345.0,2.0,57.0,3
6900,Uttarahalli,1089.0,2.0,43.55,2
6902,Uttarahalli,1279.0,2.0,48.0,2
6904,Uttarahalli,1425.0,2.0,64.0,3
6905,Uttarahalli,1155.0,2.0,40.42,2
6906,Uttarahalli,1050.0,2.0,42.0,2
6907,Uttarahalli,1300.0,2.0,55.0,3
6908,Uttarahalli,1250.0,2.0,55.0,3
6909,Uttarahalli,1700.0,3.0,88.0,3
6910,Uttarahalli,1200.0,3.0,50.0,3
6911,Uttarahalli,1085.0,2.0,43.0,2
6913,Uttarahalli,1175.0,2.0,47.0,2
6914,Uttarahalli,1689.28,3.0,91.2,3
6915,Uttarahalli,1175.0,2.0,47.0,2
6916,Uttarahalli,1137.0,2.0,63.0,2
6917,Uttarahalli,1215.0,2.0,52.85,3
6919,Uttarahalli,1325.0,2.0,53.0,2
6920,Uttarahalli,1300.0,2.0,60.0,3
6921,Uttarahalli,850.0,2.0,35.0,2
6922,Uttarahalli,1627.86,3.0,88.0,3
6924,Uttarahalli,1360.0,2.0,61.2,3
6925,Uttarahalli,661.0,1.0,36.0,1
6926,Uttarahalli,1134.0,2.0,45.36,2
6928,Uttarahalli,1320.0,2.0,55.44,3
6929,Uttarahalli,1390.0,2.0,61.16,3
6930,Uttarahalli,1090.0,2.0,45.0,2
6931,Uttarahalli,1050.0,2.0,42.0,2
6932,Uttarahalli,1123.0,2.0,48.0,2
6933,Uttarahalli,1329.0,2.0,56.0,3
6934,Uttarahalli,938.0,2.0,35.0,2
6937,Uttarahalli,1100.0,1.0,45.0,2
6938,Uttarahalli,1125.0,2.0,47.0,2
6940,Uttarahalli,1685.0,3.0,85.0,3
6941,Uttarahalli,1390.0,2.0,62.55,3
6943,Uttarahalli,1180.0,2.0,41.3,2
6944,Uttarahalli,1380.0,2.0,42.0,2
6945,Uttarahalli,1737.0,2.0,95.0,3
6947,Uttarahalli,1160.0,2.0,45.0,2
6948,Uttarahalli,1280.0,2.0,60.0,3
6950,Uttarahalli,1190.0,2.0,53.55,2
6951,Uttarahalli,1330.0,2.0,57.0,3
6952,Uttarahalli,1560.0,3.0,74.0,3
6954,Uttarahalli,1125.0,2.0,48.0,2
6955,Uttarahalli,1320.0,2.0,55.44,3
6957,Uttarahalli,1160.0,2.0,40.6,2
6959,Uttarahalli,1065.0,2.0,42.59,2
6960,Uttarahalli,1075.0,2.0,46.76,2
6961,Uttarahalli,1155.0,2.0,40.6,2
6964,Uttarahalli,1215.0,2.0,52.85,3
6966,Uttarahalli,1180.0,2.0,41.3,2
6969,Uttarahalli,1002.0,2.0,40.08,2
6970,Uttarahalli,1002.0,2.0,40.08,2
6971,Uttarahalli,1075.0,2.0,40.0,2
6973,Uttarahalli,1155.0,2.0,40.43,2
6975,Uttarahalli,1025.0,2.0,35.88,2
6976,Uttarahalli,1125.0,2.0,47.65,2
6977,Uttarahalli,1300.0,2.0,55.0,2
6978,Uttarahalli,1025.0,2.0,35.88,2
6979,Uttarahalli,980.0,2.0,45.0,2
6980,Uttarahalli,1125.0,2.0,47.0,2
6985,Uttarahalli,1175.0,2.0,47.0,2
6988,Uttarahalli,1525.0,2.0,62.82,3
6989,Uttarahalli,1265.0,2.0,65.0,3
6992,Uttarahalli,1213.0,2.0,48.0,2
6994,Uttarahalli,900.0,2.0,35.0,2
6995,Uttarahalli,1065.0,2.0,42.6,2
6998,Uttarahalli,1125.0,2.0,47.0,2
6999,Uttarahalli,1270.0,2.0,55.25,3
7000,Uttarahalli,1270.0,2.0,55.25,3
7001,Uttarahalli,1107.0,2.0,45.0,2
7002,Uttarahalli,1200.0,2.0,55.0,2
7004,Uttarahalli,1460.0,3.0,76.0,3
7005,Uttarahalli,1500.0,3.0,68.0,3
7006,Uttarahalli,1120.0,2.0,50.0,2
7007,Uttarahalli,1150.0,2.0,46.0,2
7008,Uttarahalli,1330.0,2.0,58.0,3
7010,Uttarahalli,1050.0,2.0,42.0,2
7011,Uttarahalli,1125.0,2.0,48.0,2
7013,Uttarahalli,1345.0,2.0,57.0,3
7014,Uttarahalli,1345.0,2.0,57.0,3
7016,Uttarahalli,1000.0,2.0,52.0,2
7017,Uttarahalli,1037.0,2.0,36.0,2
7019,Uttarahalli,1000.0,2.0,39.5,2
7020,Uttarahalli,1125.0,1.0,45.0,2
7022,Uttarahalli,1160.0,2.0,40.58,2
7023,Uttarahalli,1123.0,2.0,60.0,2
7025,Uttarahalli,1000.0,2.0,35.0,2
7026,Uttarahalli,1330.0,2.0,57.0,3
7027,Uttarahalli,1125.0,2.0,47.0,2
7028,Uttarahalli,1165.0,1.0,42.09,2
7029,Uttarahalli,1260.0,2.0,55.0,2
7030,Uttarahalli,1284.0,2.0,53.36,2
7031,Uttarahalli,1150.0,2.0,45.99,2
7033,Uttarahalli,1290.0,2.0,56.12,3
7034,Uttarahalli,1328.0,2.0,56.0,3
7035,Uttarahalli,1040.0,2.0,36.4,2
7036,Uttarahalli,1290.0,2.0,56.12,3
7038,Uttarahalli,1075.0,2.0,46.76,2
7039,Uttarahalli,1345.0,2.0,57.0,3
7040,Varthur,1160.0,2.0,44.0,2
7041,Varthur,1385.0,2.0,80.0,2
7043,Varthur,1024.0,2.0,42.0,2
7044,Varthur,1125.0,2.0,40.0,2
7045,Varthur,1112.0,2.0,40.0,2
7046,Varthur,1055.0,2.0,45.35,2
7047,Varthur,1280.0,2.0,65.0,2
7048,Varthur,977.0,2.0,36.0,2
7049,Varthur,1250.0,3.0,71.0,3
7050,Varthur,1200.0,3.0,67.75,3
7051,Varthur,1111.0,2.0,41.88,2
7052,Varthur,1140.0,2.0,55.5,2
7053,Varthur,1012.0,2.0,59.0,2
7054,Varthur,1140.0,2.0,39.9,2
7055,Varthur,1090.0,2.0,48.0,2
7056,Varthur,1450.0,3.0,71.0,3
7057,Varthur,1210.0,2.0,60.0,2
7058,Varthur,1070.0,2.0,46.0,2
7059,Varthur,1360.0,2.0,85.0,3
7060,Varthur,965.0,2.0,34.0,2
7061,Varthur,1120.0,2.0,44.24,2
7062,Varthur,1395.0,2.0,79.0,3
7063,Varthur,1085.0,2.0,45.0,2
7064,Varthur,1250.0,2.0,47.0,2
7065,Varthur,1200.0,3.0,68.38,3
7067,Varthur,1155.0,2.0,60.0,2
7068,Varthur,1035.0,2.0,60.0,2
7069,Varthur,1155.0,2.0,39.0,2
7070,Varthur,1180.0,2.0,55.0,2
7072,Varthur,1738.0,2.0,57.35,2
7073,Varthur,1045.0,2.0,40.65,2
7074,Varthur,1155.0,2.0,39.0,2
7076,Varthur,1210.0,2.0,64.15,2
7078,Varthur,1105.0,2.0,38.0,2
7079,Varthur,1560.0,3.0,90.0,3
7080,Varthur,1760.0,2.0,85.0,2
7081,Varthur,1210.0,2.0,54.0,2
7082,Varthur,1112.0,2.0,40.0,2
7084,Varthur,1000.0,1.0,65.0,2
7086,Varthur Road,900.0,2.0,27.0,2
7087,Varthur Road,1277.0,2.0,59.0,2
7088,Varthur Road,1247.0,2.0,58.0,3
7089,Varthur Road,1050.0,2.0,42.7,2
7090,Varthur Road,1255.0,2.0,52.76,2
7092,Varthur Road,1033.0,2.0,32.0,2
7093,Varthur Road,1140.0,2.0,49.11,2
7094,Varthur Road,850.0,2.0,25.4,2
7095,Vasanthapura,1022.0,2.0,40.0,2
7096,Vasanthapura,1135.0,2.0,39.73,2
7097,Vasanthapura,995.0,2.0,34.82,2
7098,Vasanthapura,995.0,2.0,34.82,2
7099,Vasanthapura,1037.0,2.0,36.28,2
7100,Vasanthapura,978.0,2.0,34.22,2
7101,Vasanthapura,1037.0,2.0,36.28,2
7102,Vidyaranyapura,1440.0,2.0,95.0,2
7103,Vidyaranyapura,1062.0,2.0,38.0,2
7104,Vidyaranyapura,1200.0,2.0,55.0,2
7105,Vidyaranyapura,1200.0,4.0,90.0,4
7107,Vidyaranyapura,1060.0,2.0,55.0,2
7108,Vidyaranyapura,1100.0,2.0,54.0,2
7109,Vidyaranyapura,1440.0,2.0,70.0,3
7110,Vidyaranyapura,1100.0,2.0,54.0,2
7111,Vidyaranyapura,1000.0,2.0,35.0,2
7113,Vidyaranyapura,1120.0,2.0,70.0,2
7114,Vidyaranyapura,945.0,2.0,40.0,2
7115,Vidyaranyapura,1100.0,2.0,54.0,2
7116,Vidyaranyapura,1200.0,2.0,65.0,3
7117,Vidyaranyapura,1200.0,2.0,52.0,2
7118,Vidyaranyapura,1050.0,2.0,50.0,2
7119,Vidyaranyapura,1188.0,2.0,50.0,2
7120,Vidyaranyapura,1100.0,2.0,75.0,3
7121,Vidyaranyapura,1100.0,2.0,72.0,3
7122,Vidyaranyapura,2400.0,5.0,135.0,4
7123,Vidyaranyapura,1100.0,2.0,41.0,2
7124,Vidyaranyapura,1200.0,2.0,60.5,2
7125,Vidyaranyapura,1200.0,2.0,42.0,2
7126,Vijayanagar,1704.0,3.0,110.0,3
7127,Vijayanagar,1933.0,3.0,129.0,3
7129,Vijayanagar,1450.0,3.0,100.0,3
7130,Vijayanagar,1580.0,2.0,134.0,3
7131,Vijayanagar,1826.0,3.0,121.0,3
7132,Vijayanagar,1739.0,3.0,116.0,3
7133,Vijayanagar,1490.0,3.0,100.0,3
7134,Vijayanagar,1180.0,2.0,65.0,2
7135,Vijayanagar,606.0,1.0,34.78,1
7136,Vijayanagar,1352.0,2.0,68.0,2
7137,Vijayanagar,1527.0,3.0,115.0,3
7138,Vijayanagar,989.0,2.0,60.0,2
7139,Vijayanagar,1520.0,2.0,103.0,3
7140,Vijayanagar,1749.0,3.0,117.0,3
7141,Vijayanagar,1046.0,2.0,75.0,2
7142,Vijayanagar,606.0,1.0,40.0,1
7143,Vijayanagar,1200.0,2.0,62.0,2
